Id,preco
0,398126.8232323696
1,465510.2742240494
2,331612.5795450376
3,589974.1523562899
4,568905.9305569449
5,306733.629898353
6,524217.8114003993
7,513433.2399349711
8,479082.32428024686
9,1513127.040191981
10,683656.8867574338
11,855773.3125965432
12,1337252.6166125485
13,509457.1026969238
14,818041.6936888784
15,132280.3397189542
16,384503.5442467271
17,433588.20742707164
18,518334.2881433046
19,1512617.4982543124
20,376690.11729565397
21,395718.32686552545
22,519057.9794997743
23,574458.1073275584
24,462745.94166573
25,447355.2505116015
26,239241.41701234854
27,490880.299274941
28,1447733.8856126273
29,800111.0140466903
30,493157.94287888746
31,2846549.1615471
32,1730265.4843189777
33,2531885.9602053715
34,1699445.8287082464
35,601689.4610867618
36,359228.7663347191
37,2526853.2025647243
38,132247.69379813067
39,170867.78781972124
40,2826139.867095432
41,1207447.503737119
42,592859.2697608178
43,1448780.8247299343
44,1299078.8684019519
45,-60500.01629266714
46,1561410.1938905143
47,451356.8880972432
48,374392.0722646192
49,481463.66201551707
50,35084.36809088856
51,460397.10147717525
52,734948.3289138556
53,1072809.8269113977
54,643880.7738358353
55,551956.9473260384
56,238851.80294694653
57,6294.497048461793
58,778533.0713492294
59,3217364.473490839
60,1900447.2628533775
61,579626.1526193323
62,715789.7854396057
63,2272661.437553189
64,547929.9586837741
65,498988.05076482805
66,306888.9593835402
67,651822.2469286004
68,713128.80971266
69,429116.81490786484
70,2053690.848452024
71,496477.766861172
72,676334.0293803639
73,568835.2519693
74,338471.1731188805
75,2288148.0081854155
76,413010.2823650096
77,508584.20891621115
78,466150.8881127904
79,274859.2960177022
80,492177.8679171195
81,585388.752324126
82,555172.4114963673
83,2073608.4489772392
84,1981372.7817794273
85,589724.851497598
86,546925.0599923704
87,200416.6467401782
88,63329.94845781536
89,490760.29202947323
90,762813.3233001679
91,790634.7529847486
92,474004.01274641004
93,468366.17370465794
94,175402.16784000612
95,1314419.9178071667
96,1344851.2492786783
97,1704043.6943238063
98,358966.12186080293
99,219118.1273567833
100,367042.5749825591
101,590881.2040566803
102,2242498.4812492463
103,573941.995361294
104,237972.95826606272
105,537963.3327227612
106,604690.6345430769
107,687782.96246656
108,1762572.8517363146
109,244016.88946520624
110,416624.5811898888
111,753707.39408823
112,640632.167313851
113,496007.66766281973
114,1002940.1167083406
115,517093.91996900993
116,346278.34343687113
117,2535855.124739257
118,499794.85469828267
119,394725.3949412341
120,3438095.5434406404
121,308496.2092206381
122,304234.41859075805
123,542375.4660919779
124,461699.7158696252
125,625491.529897477
126,454367.7589244691
127,2062842.2239313386
128,285850.7556381605
129,1395255.9940413982
130,837953.2102335519
131,3211450.9617880136
132,881467.8747641476
133,2668521.205444422
134,1699490.0182767392
135,290744.32560312754
136,475765.7772870991
137,2735650.9728069776
138,919637.7562431035
139,549864.5149602826
140,2163604.246579302
141,553057.0927800552
142,542326.178232409
143,1985200.1070996835
144,604186.7627813383
145,263994.70415921044
146,436465.37052919844
147,2510408.346967799
148,225697.51856610918
149,1257755.0189853343
150,614811.0703965892
151,406480.05095148453
152,500736.21171108895
153,646482.7400119136
154,-55452.60948355937
155,742898.8002249368
156,419373.3836328179
157,477592.9780917072
158,543820.3327760769
159,2247676.663792131
160,2224419.501709241
161,668807.3465305914
162,1236450.5783660193
163,161850.420095133
164,375542.4748743554
165,406694.69721818744
166,644288.4796440741
167,638054.7592245372
168,489538.5959949648
169,1147777.8485541323
170,267613.9246090505
171,614833.4546744579
172,600138.007120421
173,480837.1240715199
174,499850.0227982916
175,3468732.249628942
176,751586.8715148233
177,514754.5863231068
178,1216131.079462079
179,402995.48988640675
180,673220.0552220875
181,458944.81513954565
182,2365082.84327266
183,138589.1434765887
184,488451.39558540663
185,572640.5889448
186,698278.5591564518
187,276728.68843069265
188,2109356.7458596868
189,456721.59200246056
190,2562697.8688100134
191,1118909.176005814
192,325928.166923664
193,633930.3683393807
194,435585.69315089606
195,397214.1619327726
196,270414.0015978121
197,1044427.3132552882
198,406873.95753554377
199,514984.6713452412
200,1344200.3804300018
201,519147.79991936445
202,543820.3327760769
203,2243854.7013763534
204,480364.27241643274
205,520870.269327947
206,282407.82818751957
207,525934.9763138947
208,606185.1544901347
209,1415894.6540301263
210,539892.9848102783
211,1875240.9512430094
212,423403.4273591688
213,590072.4753424468
